                simTime,               simFrame,               playerId,                 roadId,                 laneId,                  flags,                  roadS,                  roadT,             laneOffset,                 hdgRel,               pitchRel,                rollRel,               roadType,                  pathS,               playerId,                 roadId,                 laneId,                  flags,                  roadS,                  roadT,             laneOffset,                 hdgRel,               pitchRel,                rollRel,               roadType,                  pathS,
+1.0999999754130840e-01,                     12,                      2,                      1,                     -1,                    0x1,+5.0006000518798828e+01,-1.8750000000000000e+00,-3.7747582837255322e-15,+3.9719338928989600e-11,+1.6624999698251486e-03,-8.7788116993723799e-22,                      0,+5.0006000518798828e+01,                      1,                      1,                     -1,                    0x1,+2.6191289424896240e+00,-2.0055880546569824e+00,-1.3058814406394958e-01,-2.8035880532115698e-03,-1.9969788845628500e-03,-3.0024048031805948e-19,                      0,+2.6191289424896240e+00,
+1.1999999731779099e-01,                     13,                      2,                      1,                     -1,                    0x1,+5.0007148742675781e+01,-1.8750000000000000e+00,-2.4868995751603507e-14,+3.9719338928989600e-11,+1.6624999698251486e-03,-3.3472529916650996e-21,                      0,+5.0007148742675781e+01,                      1,                      1,                     -1,                    0x1,+2.6191291809082031e+00,-2.0055880546569824e+00,-1.3058814406394958e-01,-2.8035880532115698e-03,-1.9982613157480955e-03,-4.7343210608029442e-20,                      0,+2.6191291809082031e+00,
+1.2999999709427357e-01,                     14,                      2,                      1,                     -1,                    0x1,+5.0008399963378906e+01,-1.8750000000000000e+00,+1.4677148385544569e-13,+3.9719338928989600e-11,+1.6624999698251486e-03,+3.3808081810779723e-22,                      0,+5.0008399963378906e+01,                      1,                      1,                     -1,                    0x1,+2.6191294193267822e+00,-2.0055880546569824e+00,-1.3058814406394958e-01,-2.8035880532115698e-03,-1.9993926398456097e-03,+3.5178870234409346e-20,                      0,+2.6191294193267822e+00,
+1.3999999687075615e-01,                     15,                      2,                      1,                     -1,                    0x1,+5.0009750366210938e+01,-1.8750000000000000e+00,+6.1062266354383610e-14,+3.9719338928989600e-11,+1.6624999698251486e-03,-2.0701133889161093e-22,                      0,+5.0009750366210938e+01,                      1,                      1,                     -1,                    0x1,+2.6191298961639404e+00,-2.0055880546569824e+00,-1.3058814406394958e-01,-2.8035880532115698e-03,-2.0003875251859426e-03,-3.3792478692383818e-19,                      0,+2.6191298961639404e+00,
+1.4999999664723873e-01,                     16,                      2,                      1,                     -1,                    0x1,+5.0011199951171875e+01,-1.8750000000000000e+00,+1.3811174426336947e-13,+3.9719338928989600e-11,+1.6624999698251486e-03,-5.7419554052903197e-21,                      0,+5.0011199951171875e+01,                      1,                      1,                     -1,                    0x1,+2.6191306114196777e+00,-2.0055880546569824e+00,-1.3058812916278839e-01,-2.8035880532115698e-03,-2.0012692548334599e-03,-1.0824275598788485e-18,                      0,+2.6191306114196777e+00,
+1.5999999642372131e-01,                     17,                      2,                      1,                     -1,                    0x1,+5.0012748718261719e+01,-1.8750000000000000e+00,-1.5076828674409626e-13,+3.9719338928989600e-11,+1.6624999698251486e-03,-3.2842465070820291e-21,                      0,+5.0012748718261719e+01,                      1,                      1,                     -1,                    0x1,+2.6191313266754150e+00,-2.0055880546569824e+00,-1.3058812916278839e-01,-2.8035880532115698e-03,-2.0020655356347561e-03,-2.1143979295725748e-18,                      0,+2.6191313266754150e+00,
+1.6999999620020390e-01,                     18,                      2,                      1,                     -1,                    0x1,+5.0014400482177734e+01,-1.8750000000000000e+00,-9.3924867883288243e-14,+3.9719338928989600e-11,+1.6624999698251486e-03,-6.2975150270608651e-21,                      0,+5.0014400482177734e+01,                      1,                      1,                     -1,                    0x1,+2.6191320419311523e+00,-2.0055880546569824e+00,-1.3058812916278839e-01,-2.8035880532115698e-03,-2.0028050057590008e-03,-1.2803381935323418e-17,                      0,+2.6191320419311523e+00,
+1.7999999597668648e-01,                     19,                      2,                      1,                     -1,                    0x1,+5.0016151428222656e+01,-1.8750000000000000e+00,-1.5765166949677223e-13,+3.9719338928989600e-11,+1.6624999698251486e-03,+5.8997657545805603e-22,                      0,+5.0016151428222656e+01,                      1,                      1,                     -1,                    0x1,+2.6191327571868896e+00,-2.0055880546569824e+00,-1.3058812916278839e-01,-2.8035880532115698e-03,-2.0035156048834324e-03,-6.5385854712903560e-17,                      0,+2.6191327571868896e+00,
+1.8999999575316906e-01,                     20,                      2,                      1,                     -1,                    0x1,+5.0018001556396484e+01,-1.8750000000000000e+00,-2.4824586830618500e-13,+3.9719338928989600e-11,+1.6624999698251486e-03,+1.3559078563845132e-21,                      0,+5.0018001556396484e+01,                      1,                      1,                     -1,                    0x1,+2.6191337108612061e+00,-2.0055880546569824e+00,-1.3058812916278839e-01,-2.8035880532115698e-03,-2.0042213145643473e-03,-1.5797103585799617e-16,                      0,+2.6191337108612061e+00,
+1.9999999552965164e-01,                     21,                      2,                      1,                     -1,                    0x1,+5.0019950866699219e+01,-1.8750000000000000e+00,-2.0383694732117874e-13,+3.9719338928989600e-11,+1.6624999698251486e-03,-5.2691259616785813e-21,                      0,+5.0019950866699219e+01,                      1,                      1,                     -1,                    0x1,+2.6191344261169434e+00,-2.0055880546569824e+00,-1.3058812916278839e-01,-2.8035880532115698e-03,-2.0049407612532377e-03,-2.6606744829267906e-16,                      0,+2.6191344261169434e+00,
+2.0999999530613422e-01,                     22,                      2,                      1,                     -1,                    0x1,+5.0021999359130859e+01,-1.8750000000000000e+00,+6.2172489379008766e-15,+3.9719338928989600e-11,+1.6624999698251486e-03,+1.0206787767599772e-21,                      0,+5.0021999359130859e+01,                      1,                      1,                     -1,                    0x1,+2.6191353797912598e+00,-2.0055880546569824e+00,-1.3058812916278839e-01,-2.8035880532115698e-03,-2.0056869834661484e-03,-3.5975048339908675e-16,                      0,+2.6191353797912598e+00,
+2.1999999508261681e-01,                     23,                      2,                      1,                     -1,                    0x1,+5.0024150848388672e+01,-1.8750000000000000e+00,-2.1493917756743031e-13,+3.9719338928989600e-11,+1.6624999698251486e-03,-3.3308327698813901e-21,                      0,+5.0024150848388672e+01,                      1,                      1,                     -1,                    0x1,+2.6191360950469971e+00,-2.0055880546569824e+00,-1.3058811426162720e-01,-2.8035880532115698e-03,-2.0064674317836761e-03,-4.5165395522287237e-16,                      0,+2.6191360950469971e+00,
